PERIODO,ESTU_CONSECUTIVO,ESTU_TIPODOCUMENTO,ESTU_PAIS_RESIDE,ESTU_COD_RESIDE_DEPTO,ESTU_DEPTO_RESIDE,ESTU_COD_RESIDE_MCPIO,ESTU_MCPIO_RESIDE,ESTU_CODDANE_COLE_TERMINO,ESTU_COD_COLE_MCPIO_TERMINO,ESTU_COD_DEPTO_PRESENTACION,INST_COD_INSTITUCION,INST_NOMBRE_INSTITUCION,INST_CARACTER_ACADEMICO,ESTU_NUCLEO_PREGRADO,ESTU_INST_DEPARTAMENTO,ESTU_INST_CODMUNICIPIO,ESTU_INST_MUNICIPIO,ESTU_PRGM_ACADEMICO,ESTU_PRGM_DEPARTAMENTO,ESTU_PRGM_CODMUNICIPIO,ESTU_PRGM_MUNICIPIO,ESTU_NIVEL_PRGM_ACADEMICO,ESTU_METODO_PRGM,ESTU_VALORMATRICULAUNIVERSIDAD,ESTU_DEPTO_PRESENTACION,ESTU_COD_MCPIO_PRESENTACION,ESTU_MCPIO_PRESENTACION,ESTU_PAGOMATRICULABECA,ESTU_PAGOMATRICULACREDITO,ESTU_HORASSEMANATRABAJA,ESTU_SNIES_PRGMACADEMICO,ESTU_PRIVADO_LIBERTAD,ESTU_NACIONALIDAD,ESTU_ESTUDIANTE,ESTU_GENERO,ESTU_COLE_TERMINO,ESTU_PAGOMATRICULAPADRES,ESTU_ESTADOINVESTIGACION,ESTU_FECHANACIMIENTO,ESTU_PAGOMATRICULAPROPIO,ESTU_TIPODOCUMENTOSB11,FAMI_EDUCACIONPADRE,FAMI_TIENEAUTOMOVIL,FAMI_TIENELAVADORA,FAMI_ESTRATOVIVIENDA,FAMI_TIENECOMPUTADOR,FAMI_TIENEINTERNET,FAMI_EDUCACIONMADRE,INST_ORIGEN,MOD_RAZONA_CUANTITAT_PUNT,MOD_COMUNI_ESCRITA_PUNT,MOD_COMUNI_ESCRITA_DESEM,MOD_INGLES_DESEM,MOD_LECTURA_CRITICA_PUNT,MOD_INGLES_PUNT,MOD_COMPETEN_CIUDADA_PUNT
20212,EK202120315346,CC,COLOMBIA,05,ANTIOQUIA,05001,MEDELLÍN,105001013072,05001,11,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,EDUCACIÓN,ANTIOQUIA,05001,MEDELLÍN,"LICENCIATURA EN EDUCACION BASICA ENFASIS EN EDUCACION FISICA, RECREACION Y DEPORTE",ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,No pagó matrícula,BOGOTÁ,11001,BOGOTÁ D.C.,Si,No,Menos de 10 horas,3801,N,COLOMBIA,ESTUDIANTE,M,INST EDUC MAESTRO PEDRO NEL GOMEZ,No,PUBLICAR,02/11/1987,No,TI,Secundaria (Bachillerato) completa,Si,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) completa,OFICIAL DEPARTAMENTAL,147,134,2,A2,112,125,92
20183,EK201830208948,CC,COLOMBIA,05,ANTIOQUIA,05360,ITAGÜÍ,105001025780,05001,05,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,"INGENIERÍA ELECTRÓNICA, TELECOMUNICACIONES Y AFINES",ANTIOQUIA,05001,MEDELLÍN,INGENIERIA EN INSTRUMENTACION Y CONTROL,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,ANTIOQUIA,05001,MEDELLÍN,No,No,Entre 21 y 30 horas,2541,N,COLOMBIA,ESTUDIANTE,M,INST EDUC PBRO ANTONIO JOSE BERNAL LONDOÑO SJ,Si,PUBLICAR,23/04/1995,No,TI,Técnica o tecnológica incompleta,No,Si,Estrato 2,Si,Si,Primaria completa,OFICIAL DEPARTAMENTAL,162,135,2,B1,114,174,111
20183,EK201830198359,CC,COLOMBIA,05,ANTIOQUIA,05380,LA ESTRELLA,305360002476,05360,05,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,INGENIERÍA INDUSTRIAL Y AFINES,ANTIOQUIA,05001,MEDELLÍN,INGENIERIA DE PRODUCTIVIDAD Y CALIDAD,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,ANTIOQUIA,05360,ITAGÜÍ,No,No,Más de 30 horas,2937,N,COLOMBIA,ESTUDIANTE,F,INSTITUCION EDUCATIVA SAN JOSE MANYANET - SEDE PRINCIPAL,No,PUBLICAR,04/06/1990,Si,TI,Secundaria (Bachillerato) completa,No,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) completa,OFICIAL DEPARTAMENTAL,143,124,2,A2,183,158,157
20195,EK201950195241,CC,COLOMBIA,05,ANTIOQUIA,05615,RIONEGRO,105615000473,05615,05,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,INGENIERÍA INDUSTRIAL Y AFINES,ANTIOQUIA,05001,MEDELLÍN,INGENIERIA DE PRODUCTIVIDAD Y CALIDAD,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,ANTIOQUIA,05615,RIONEGRO,No,No,Más de 30 horas,2937,N,COLOMBIA,ESTUDIANTE,F,23630,No,PUBLICAR,22/11/1982,Si,TI,Ninguno,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) incompleta,OFICIAL DEPARTAMENTAL,126,139,2,A1,119,128,115
20195,EK201950200641,CC,COLOMBIA,05,ANTIOQUIA,05360,ITAGÜÍ,305380019430,05380,05,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,"COMUNICACIÓN SOCIAL, PERIODISMO Y AFINES",ANTIOQUIA,05001,MEDELLÍN,COMUNICACION AUDIOVISUAL,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,ANTIOQUIA,05360,ITAGÜÍ,No,No,Más de 30 horas,55167,N,COLOMBIA,ESTUDIANTE,M,10313,Si,PUBLICAR,26/06/1997,No,TI,Primaria completa,No,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) completa,OFICIAL DEPARTAMENTAL,149,109,1,B1,193,189,154
20195,EK201950315689,CC,COLOMBIA,05,ANTIOQUIA,05674,SAN VICENTE FERRER,105674000053,05674,05,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,CONTADURÍA PUBLICA,ANTIOQUIA,05001,MEDELLÍN,CONTADURIA PUBLICA,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,ANTIOQUIA,05615,RIONEGRO,Si,No,0,2540,N,COLOMBIA,ESTUDIANTE,F,5188,No,PUBLICAR,29/10/1997,No,TI,Primaria incompleta,No,Si,Estrato 2,Si,Si,Primaria incompleta,OFICIAL DEPARTAMENTAL,143,143,2,-A1,111,118,150
20195,EK201950233311,CC,COLOMBIA,05,ANTIOQUIA,05001,MEDELLÍN,105001006181,05001,05,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,CONTADURÍA PUBLICA,ANTIOQUIA,05001,MEDELLÍN,CONTADURIA PUBLICA,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,ANTIOQUIA,05001,MEDELLÍN,No,No,Más de 30 horas,2540,N,COLOMBIA,ESTUDIANTE,M,117896,No,PUBLICAR,02/06/1987,Si,TI,Secundaria (Bachillerato) completa,Si,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) completa,OFICIAL DEPARTAMENTAL,169,144,2,-A1,120,119,132
20195,EK201950318286,CC,COLOMBIA,05,ANTIOQUIA,05001,MEDELLÍN,,,05,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,INGENIERÍA INDUSTRIAL Y AFINES,ANTIOQUIA,05001,MEDELLÍN,INGENIERIA DE PRODUCTIVIDAD Y CALIDAD,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 1 millón y menos de 2.5 millones,ANTIOQUIA,05001,MEDELLÍN,No,No,Entre 11 y 20 horas,2937,N,COLOMBIA,ESTUDIANTE,M,,No,PUBLICAR,05/08/1980,Si,CC,Postgrado,Si,Si,Estrato 5,Si,Si,Secundaria (Bachillerato) completa,OFICIAL DEPARTAMENTAL,141,132,2,A1,93,145,81
20203,EK202030147078,CC,COLOMBIA,05,ANTIOQUIA,05001,MEDELLÍN,105001001490,05001,05,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,"INGENIERÍA AGRONÓMICA, PECUARIA Y AFINES",ANTIOQUIA,05001,MEDELLÍN,INGENIERIA AGROPECUARIA,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,ANTIOQUIA,05001,MEDELLÍN,Si,Si,Más de 30 horas,5243,N,COLOMBIA,ESTUDIANTE,M,INSTITUCIÓN EDUCATIVA LOLA GONZÁLEZ,Si,PUBLICAR,31/12/1997,Si,TI,Secundaria (Bachillerato) completa,No,No,Estrato 1,No,Si,Secundaria (Bachillerato) completa,OFICIAL DEPARTAMENTAL,120,134,2,A1,158,128,160
20203,EK202030097490,CC,COLOMBIA,05,ANTIOQUIA,05001,MEDELLÍN,105001001635,05001,11,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,"INGENIERÍA DE SISTEMAS, TELEMÁTICA Y AFINES",ANTIOQUIA,05001,MEDELLÍN,INGENIERIA INFORMATICA,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,BOGOTÁ,11001,BOGOTÁ D.C.,No,Si,Menos de 10 horas,3348,N,COLOMBIA,ESTUDIANTE,M,INST EDUC YERMO Y PARRES,Si,PUBLICAR,29/10/1996,No,TI,Secundaria (Bachillerato) completa,No,Si,Estrato 3,Si,Si,Educación profesional completa,OFICIAL DEPARTAMENTAL,211,148,2,B2,168,300,197
20203,EK202030284659,CC,COLOMBIA,05,ANTIOQUIA,05001,MEDELLÍN,,,05,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,"COMUNICACIÓN SOCIAL, PERIODISMO Y AFINES",ANTIOQUIA,05001,MEDELLÍN,COMUNICACION AUDIOVISUAL,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,ANTIOQUIA,05001,MEDELLÍN,No,No,Menos de 10 horas,55167,N,COLOMBIA,ESTUDIANTE,M,,Si,PUBLICAR,09/12/1993,No,CC,Educación profesional completa,Si,Si,Estrato 4,Si,Si,Postgrado,OFICIAL DEPARTAMENTAL,181,121,2,A2,192,169,181
20203,EK202030142578,CC,COLOMBIA,05,ANTIOQUIA,05266,ENVIGADO,105266000452,05266,11,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,EDUCACIÓN,ANTIOQUIA,05001,MEDELLÍN,"LICENCIATURA EN EDUCACION BASICA ENFASIS EN EDUCACION FISICA, RECREACION Y DEPORTE",ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,BOGOTÁ,11001,BOGOTÁ D.C.,Si,No,Entre 11 y 20 horas,3801,N,COLOMBIA,ESTUDIANTE,M,INSTITUCION EDUCATIVA LA PAZ,No,PUBLICAR,18/11/1994,No,TI,Secundaria (Bachillerato) completa,Si,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) completa,OFICIAL DEPARTAMENTAL,191,95,1,A1,171,128,176
20203,EK202030204984,CC,COLOMBIA,05,ANTIOQUIA,05088,BELLO,105001013340,05001,11,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,CONTADURÍA PUBLICA,ANTIOQUIA,05001,MEDELLÍN,CONTADURIA PUBLICA,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,BOGOTÁ,11001,BOGOTÁ D.C.,No,No,Más de 30 horas,2540,N,COLOMBIA,ESTUDIANTE,M,INST EDUC INEM JOSE FELIX DE RESTREPO,No,PUBLICAR,11/03/1997,Si,CC,Primaria completa,No,Si,Estrato 3,Si,Si,Primaria completa,OFICIAL DEPARTAMENTAL,131,171,3,-A1,158,121,156
20203,EK202030159821,CC,COLOMBIA,05,ANTIOQUIA,05001,MEDELLÍN,105001002895,05001,11,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,INGENIERÍA CIVIL Y AFINES,ANTIOQUIA,05001,MEDELLÍN,INGENIERIA CIVIL,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 1 millón y menos de 2.5 millones,BOGOTÁ,11001,BOGOTÁ D.C.,No,No,Más de 30 horas,3689,N,COLOMBIA,ESTUDIANTE,M,INST EDUC FRANCISCO ANTONIO ZEA,Si,PUBLICAR,24/01/1999,No,TI,Educación profesional completa,Si,Si,Estrato 4,Si,Si,Postgrado,OFICIAL DEPARTAMENTAL,200,162,3,A1,188,137,189
20212,EK202120259651,CC,COLOMBIA,05,ANTIOQUIA,05212,COPACABANA,105001003441,05001,11,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,INGENIERÍA INDUSTRIAL Y AFINES,ANTIOQUIA,05001,MEDELLÍN,INGENIERIA DE PRODUCTIVIDAD Y CALIDAD,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,BOGOTÁ,11001,BOGOTÁ D.C.,No,No,Entre 21 y 30 horas,2937,N,COLOMBIA,ESTUDIANTE,M,INST TEC IND PASCUAL BRAVO,No,PUBLICAR,05/02/1992,Si,TI,Educación profesional completa,No,Si,Estrato 3,Si,Si,Técnica o tecnológica incompleta,OFICIAL DEPARTAMENTAL,139,127,2,A2,130,128,125
20212,EK202120102393,CC,COLOMBIA,05,ANTIOQUIA,05001,MEDELLÍN,105148000308,05148,11,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,INGENIERÍA INDUSTRIAL Y AFINES,ANTIOQUIA,05001,MEDELLÍN,INGENIERIA EN HIGIENE Y SEGURIDAD OCUPACIONAL,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,BOGOTÁ,11001,BOGOTÁ D.C.,No,No,Más de 30 horas,3347,N,COLOMBIA,ESTUDIANTE,F,I. E. FRAY JULIO TOBON,No,PUBLICAR,09/03/1993,Si,TI,Primaria incompleta,No,Si,Estrato 4,Si,Si,Primaria completa,OFICIAL DEPARTAMENTAL,152,150,3,B1,133,167,159
20183,EK201830019623,CC,COLOMBIA,05,ANTIOQUIA,05001,MEDELLÍN,305001004901,05001,05,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,INGENIERÍA INDUSTRIAL Y AFINES,ANTIOQUIA,05001,MEDELLÍN,INGENIERIA EN HIGIENE Y SEGURIDAD OCUPACIONAL,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,ANTIOQUIA,05129,CALDAS,No,No,Entre 21 y 30 horas,3347,N,COLOMBIA,ESTUDIANTE,F,COL SAN JUAN BOSCO,Si,PUBLICAR,21/06/1991,Si,TI,Postgrado,Si,Si,Estrato 4,Si,Si,Educación profesional incompleta,OFICIAL DEPARTAMENTAL,179,142,2,A1,156,143,150
20183,EK201830026082,CC,COLOMBIA,05,ANTIOQUIA,05001,MEDELLÍN,305001003963,05001,05,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,ADMINISTRACIÓN,ANTIOQUIA,05001,MEDELLÍN,ADMINISTRACION DE EMPRESAS AGROPECUARIAS,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,ANTIOQUIA,05001,MEDELLÍN,No,No,Entre 11 y 20 horas,4206,N,COLOMBIA,ESTUDIANTE,F,LIC SALAZAR Y HERRERA,Si,PUBLICAR,12/12/1991,Si,TI,Secundaria (Bachillerato) completa,Si,Si,Estrato 5,Si,Si,Técnica o tecnológica completa,OFICIAL DEPARTAMENTAL,138,147,2,A2,169,152,154
20183,EK201830059346,CC,COLOMBIA,05,ANTIOQUIA,05266,ENVIGADO,305266019977,05266,05,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,INGENIERÍA INDUSTRIAL Y AFINES,ANTIOQUIA,05001,MEDELLÍN,INGENIERIA DE PRODUCTIVIDAD Y CALIDAD,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,ANTIOQUIA,05631,SABANETA,No,No,Más de 30 horas,2937,N,COLOMBIA,ESTUDIANTE,M,POLITECNICO INTEGRAL COLOMBIANO,Si,PUBLICAR,20/10/1994,No,TI,Secundaria (Bachillerato) completa,Si,Si,Estrato 3,Si,Si,Técnica o tecnológica completa,OFICIAL DEPARTAMENTAL,166,,,A2,130,165,145
20195,EK201950339074,CC,COLOMBIA,05,ANTIOQUIA,05148,EL CARMEN DE VIBORAL,105148000308,05148,05,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,CONTADURÍA PUBLICA,ANTIOQUIA,05001,MEDELLÍN,CONTADURIA PUBLICA,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,ANTIOQUIA,05148,EL CARMEN DE VIBORAL,Si,No,Más de 30 horas,2540,N,COLOMBIA,ESTUDIANTE,F,8692,No,PUBLICAR,02/10/1990,No,TI,Secundaria (Bachillerato) completa,No,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) completa,OFICIAL DEPARTAMENTAL,135,138,2,A1,161,140,161
20203,EK202030142553,CC,COLOMBIA,15,BOYACA,15572,PUERTO BOYACÁ,115572000011,15572,05,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,EDUCACIÓN,ANTIOQUIA,05001,MEDELLÍN,"LICENCIATURA EN EDUCACION BASICA ENFASIS EN EDUCACION FISICA, RECREACION Y DEPORTE",ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,ANTIOQUIA,05001,MEDELLÍN,No,No,Entre 21 y 30 horas,3801,N,COLOMBIA,ESTUDIANTE,M,IE SAN PEDRO CLAVER- SEDE PRINCIPAL,Si,PUBLICAR,08/02/1994,No,TI,Secundaria (Bachillerato) completa,No,No,Estrato 1,No,No,Secundaria (Bachillerato) completa,OFICIAL DEPARTAMENTAL,177,165,3,A2,155,154,138
20203,EK202030101819,CC,COLOMBIA,05,ANTIOQUIA,05380,LA ESTRELLA,305360000244,05360,11,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,"INGENIERÍA DE SISTEMAS, TELEMÁTICA Y AFINES",ANTIOQUIA,05001,MEDELLÍN,INGENIERIA INFORMATICA,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,BOGOTÁ,11001,BOGOTÁ D.C.,No,No,Más de 30 horas,3348,N,COLOMBIA,ESTUDIANTE,M,COLEGIO PAULA MONTAL,No,PUBLICAR,05/03/1993,Si,TI,Educación profesional completa,Si,Si,Estrato 4,Si,Si,Secundaria (Bachillerato) completa,OFICIAL DEPARTAMENTAL,163,171,3,B1,169,174,195
20203,EK202030171859,CC,COLOMBIA,05,ANTIOQUIA,05088,BELLO,105360001055,05360,11,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,INGENIERÍA CIVIL Y AFINES,ANTIOQUIA,05001,MEDELLÍN,INGENIERIA CIVIL,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,BOGOTÁ,11001,BOGOTÁ D.C.,No,No,Menos de 10 horas,3689,N,COLOMBIA,ESTUDIANTE,M,INSTITUCION EDUCATIVA DIEGO ECHAVARRIA MISAS,Si,PUBLICAR,27/05/1992,No,TI,Secundaria (Bachillerato) incompleta,No,Si,Estrato 2,Si,Si,Primaria incompleta,OFICIAL DEPARTAMENTAL,192,96,1,A1,149,137,171
20203,EK202030086779,CC,COLOMBIA,05,ANTIOQUIA,05360,ITAGÜÍ,105360000474,05360,05,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,CONTADURÍA PUBLICA,ANTIOQUIA,05001,MEDELLÍN,CONTADURIA PUBLICA,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,ANTIOQUIA,05360,ITAGÜÍ,No,No,Entre 11 y 20 horas,2540,N,COLOMBIA,ESTUDIANTE,F,INSTITUCION EDUCATIVA FELIPE DE RESTREPO,Si,PUBLICAR,16/03/1999,Si,TI,Secundaria (Bachillerato) completa,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) completa,OFICIAL DEPARTAMENTAL,148,161,3,A2,147,147,153
20203,EK202030228604,CC,COLOMBIA,05,ANTIOQUIA,05360,ITAGÜÍ,105360000474,05360,11,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,"COMUNICACIÓN SOCIAL, PERIODISMO Y AFINES",ANTIOQUIA,05001,MEDELLÍN,COMUNICACION AUDIOVISUAL,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,BOGOTÁ,11001,BOGOTÁ D.C.,No,No,Más de 30 horas,55167,N,COLOMBIA,ESTUDIANTE,F,INSTITUCION EDUCATIVA FELIPE DE RESTREPO,Si,PUBLICAR,30/11/1997,No,TI,Ninguno,No,Si,Estrato 3,Si,Si,Primaria incompleta,OFICIAL DEPARTAMENTAL,137,122,2,B1,161,192,156
20203,EK202030086750,CC,COLOMBIA,05,ANTIOQUIA,05001,MEDELLÍN,105001001490,05001,11,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,CONTADURÍA PUBLICA,ANTIOQUIA,05001,MEDELLÍN,CONTADURIA PUBLICA,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,BOGOTÁ,11001,BOGOTÁ D.C.,No,No,Más de 30 horas,2540,N,COLOMBIA,ESTUDIANTE,F,INSTITUCIÓN EDUCATIVA LOLA GONZÁLEZ,No,PUBLICAR,25/10/1998,Si,TI,Educación profesional completa,Si,Si,Estrato 3,Si,Si,Educación profesional completa,OFICIAL DEPARTAMENTAL,164,168,3,A2,153,166,184
20212,EK202120092167,CC,COLOMBIA,05,ANTIOQUIA,05237,DONMATÍAS,105237000150,05237,11,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,INGENIERÍA CIVIL Y AFINES,ANTIOQUIA,05001,MEDELLÍN,INGENIERIA CIVIL,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,BOGOTÁ,11001,BOGOTÁ D.C.,Si,No,Menos de 10 horas,3689,N,COLOMBIA,ESTUDIANTE,M,COLEGIO DONMATIAS,Si,PUBLICAR,25/09/1999,No,TI,Primaria incompleta,Si,Si,Estrato 2,Si,Si,Primaria incompleta,OFICIAL DEPARTAMENTAL,196,186,4,B1,164,171,200
20212,EK202120090465,CC,COLOMBIA,05,ANTIOQUIA,05001,MEDELLÍN,105001006980,05001,11,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,EDUCACIÓN,ANTIOQUIA,05001,MEDELLÍN,"LICENCIATURA EN EDUCACION BASICA ENFASIS EN EDUCACION FISICA, RECREACION Y DEPORTE",ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,BOGOTÁ,11001,BOGOTÁ D.C.,No,No,Menos de 10 horas,3801,N,COLOMBIA,ESTUDIANTE,M,INSTITUCIÓN EDUCATIVA CONCEJO DE MEDELLIN,Si,PUBLICAR,08/03/1999,No,TI,Secundaria (Bachillerato) completa,No,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) completa,OFICIAL DEPARTAMENTAL,148,158,3,B1,148,172,159
20212,EK202120113177,CC,COLOMBIA,05,ANTIOQUIA,05088,BELLO,,,11,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,INGENIERÍA INDUSTRIAL Y AFINES,ANTIOQUIA,05001,MEDELLÍN,INGENIERIA DE PRODUCTIVIDAD Y CALIDAD,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,BOGOTÁ,11001,BOGOTÁ D.C.,No,No,Entre 11 y 20 horas,2937,N,COLOMBIA,ESTUDIANTE,F,,No,PUBLICAR,17/03/1990,Si,TI,Primaria completa,No,Si,Estrato 1,Si,Si,Primaria completa,OFICIAL DEPARTAMENTAL,131,0,,A2,142,140,128
20183,EK201830236365,CC,COLOMBIA,05,ANTIOQUIA,05088,BELLO,105088002691,05088,05,2209,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN",INSTITUCIÓN UNIVERSITARIA,"COMUNICACIÓN SOCIAL, PERIODISMO Y AFINES",ANTIOQUIA,05001,MEDELLÍN,COMUNICACION AUDIOVISUAL,ANTIOQUIA,05001,MEDELLÍN,UNIVERSITARIO,PRESENCIAL,Entre 500 mil y menos de 1 millón,ANTIOQUIA,05088,BELLO,No,No,Más de 30 horas,55167,N,COLOMBIA,ESTUDIANTE,M,INSTITUCION EDUCATIVA ATANASIO GIRARDOT,Si,PUBLICAR,01/01/1996,Si,TI,Secundaria (Bachillerato) incompleta,No,Si,Estrato 3,Si,Si,Primaria incompleta,OFICIAL DEPARTAMENTAL,161,133,2,A2,184,155,155
